"BIT-2810","30956","3","Regular","PED-2810","Bibliografía I","3","2","2","Licenciatura en Educación mención Bibliotecología","BIT-1810","Tercer semestre"
"BIT-3060","30956","3","Regular","PED-3060","Didáctica de la Bibliotecología","4","3","3","Licenciatura en Educación mención Bibliotecología","TEG-1110","Tercer semestre"
"","","","","PED-6260",,,,,,,
"","","","","TEG-6260",,,,,,,
"EST-1110","30956","3","Regular","EST-1100","Estadística General","4","2","3","Licenciatura en Educación mención Bibliotecología","MAT-0120","Tercer semestre"
"","","","","EST-1120",,,,,,"MAT-0140",
"","","","","EST-1210",,,,,,"MAT-0800",
"","","","","EST-1220",,,,,,"MAT-0110",
"","","","","EST-1320",,,,,,"MAT-0840",
"","","","","EST-2110",,,,,,"MAT-0130",
"","","","","EST-2210",,,,,,"MAT-1200",
"","","","","EST-3130",,,,,,,
"BIT-1160","30956","4","Regular","PED-1160","Educación del Usuario","3","0","3","Licenciatura en Educación mención Bibliotecología","BIT-1800","Cuarto semestre"
"BIT-1880","30956","4","Regular","PED-1880","Referencia II","3","2","3","Licenciatura en Educación mención Bibliotecología","BIT-1850","Cuarto semestre"
"BIT-1890","30956","4","Regular","PED-1890","Fundamentos de Archivo I","3","2","2","Licenciatura en Educación mención Bibliotecología","BIT-3060","Cuarto semestre"
"BIT-2800","30956","4","Regular","PED-2800","Biblioteca Escolar y Pública","3","0","3","Licenciatura en Educación mención Bibliotecología","BIT-2810","Cuarto semestre"
"BIT-2820","30956","4","Regular","PED-2820","Bibliografía II","3","2","2","Licenciatura en Educación mención Bibliotecología","BIT-2810","Cuarto semestre"
"IDI-0230","30956","4","Regular",,"Inglés Elemental I","6","2","5","Licenciatura en Educación mención Bibliotecología",,"Cuarto semestre"
"INF-1030","30956","4","Regular","ADM-2290","Introducción a la Informática","4","0","4","Licenciatura en Educación mención Bibliotecología","MAT-0140","Cuarto semestre"
"","","","","INF-1010",,,,,,"MAT-0110",
"","","","",,,,,,,"MAT-0120",
"","","","",,,,,,,"MAT-0130",
"","","","",,,,,,,"MAT-0840",
"","","","",,,,,,,"MAT-1200",
"BIT-1900","30956","5","Regular","PED-1900","Fundamentos de Archivo II","3","2","2","Licenciatura en Educación mención Bibliotecología","BIT-1890","Quinto semestre"
"BIT-2260","30956","5","Regular","BIT-0220","Recursos Audiovisuales en Educación","3","2","2","Licenciatura en Educación mención Bibliotecología","FIB-1220","Quinto semestre"
